rho,seq_length,rep,seed,num_trees,wall_s,pi_i_over_pi_s,dxy_over_pi_i,pi_i,pi_s,dxy,fst
2000,29377,32,103032,3143,4.75,0.6845366786406172,1.9503560119775476,0.005746478882922458,0.008394698286049575,0.011207679637009839,0.3691300239223808
2000,29377,33,103033,3234,5.06,0.6899864500383914,1.9304027498227794,0.005898773545259063,0.008549115051362024,0.011387008672349961,0.36559771699728383
2000,29377,34,103034,3144,5.59,0.6480130829255565,2.0193611382362846,0.005800487876354418,0.008951189457730093,0.011713279800320825,0.3703011630576577
2000,29377,35,103035,3131,5.38,0.661842918477382,2.0132740874758412,0.00576202019836737,0.008706023797343513,0.011600525956885432,0.37640568843676225
2000,29377,36,103036,3213,5.11,0.6711540005020608,1.9541505902619407,0.005769967113717732,0.008597083693759515,0.011275384641063493,0.3629019645523087
2000,29377,37,103037,3110,4.51,0.6771051017181989,1.9544970945910718,0.005665359372531435,0.008367030994383608,0.011072928433426988,0.36636498414664986
2000,29377,38,103038,3162,4.67,0.6822913049136282,1.9844064315745045,0.005864784247140793,0.008595718873895396,0.011638115579823027,0.37874379138722736
2000,29377,39,103039,3163,4.96,0.6676059605553034,1.9791799425743604,0.005600806654210895,0.008389389827424905,0.011085004192251216,0.36895844877463324
2000,29377,40,103040,3021,4.34,0.6738293624696591,1.9571042748831358,0.005752991250803517,0.008537756843539985,0.01125920377031284,0.3653748352959053
2000,29377,41,103041,3244,4.96,0.6464450555578505,2.0099152446872015,0.005745041199254107,0.00888712992675985,0.011547045887736872,0.3664106270871612
2000,29377,42,103042,3155,5.4,0.6720080156794598,1.9597063497137845,0.005666523327325366,0.008432225799562834,0.011104721745360802,0.36519124701264094
2000,29377,43,103043,3239,5.08,0.6588019117097947,1.9693255612152998,0.005737963147944533,0.00870969413712347,0.011299917496558575,0.36071846146363096
2000,29377,44,103044,3130,4.83,0.684485730602157,1.9000154746212374,0.0059769410028900774,0.008732016951809985,0.011356280396389326,0.35238663359453926
2000,29377,45,103045,3252,4.96,0.6777213441045445,1.974021493760641,0.0059692789026082535,0.008807866174696482,0.011783484856000625,0.3729722039834583
2000,29377,46,103046,3092,4.54,0.6783809675723214,1.941213094277137,0.005756610046901868,0.00848580712324917,0.011174806801693232,0.3627443667306627
2000,29377,47,103047,3224,5.11,0.6960265345603865,1.8800102984103506,0.005922351759670569,0.008508801698790338,0.011134082298989332,0.35193790242726797
2000,29377,48,103048,3069,4.18,0.6638896603995833,2.012126336946708,0.005668057021379796,0.008537649190030003,0.011404846812033999,0.37720749583324387
2000,29377,49,103049,3141,4.07,0.6633777744820429,2.0059110640705415,0.005590466320347359,0.008427274074281921,0.011213978245298496,0.3749880689974464
2000,29377,50,103050,3128,4.44,0.6747218078998923,1.9681787415977943,0.005848830985300982,0.008668507400858705,0.011511544808467873,0.36944438701742466
2000,29377,51,103051,3146,4.48,0.6886778324618908,1.9455713073797358,0.005877239653279379,0.008534091524725541,0.011434588836014786,0.3698360568674547
2000,29377,52,103052,3172,4.49,0.674801100988012,1.9716732653423636,0.005856724253079496,0.0086791859771781,0.011547546632279066,0.3706061255632819
2000,29377,53,103053,3173,4.8,0.6858492025399054,1.964787961355073,0.005943639440631682,0.008666102429835306,0.011677991219588329,0.37447538725834006
2000,29377,54,103054,3194,5.44,0.6787021335781592,1.9895559227025268,0.005672197844375625,0.008357418613776047,0.011285154816018031,0.37840389933161656
2000,29377,55,103055,3086,4.87,0.6693766775113312,1.9629593425082998,0.005686044137280382,0.008494535779795118,0.011161473461189071,0.36475323054861286
2000,29377,56,103056,3066,4.43,0.6772782498950793,1.9157904494860032,0.005882219715922423,0.008685085807544636,0.01126910035354245,0.3536615583120699
2000,29377,57,103057,3078,4.73,0.6638486851795273,2.0441641472012853,0.005642818726305786,0.008500158021371655,0.011534847729470311,0.386945667624912
2000,29377,58,103058,3179,5.15,0.6531876204953624,2.0196004910848173,0.005677123923726846,0.008691413838219173,0.011465522264308102,0.3734023871431075
2000,29377,59,103059,3092,4.79,0.6762626567029639,1.9565369764170089,0.005807853670395737,0.008588162621179202,0.011363280459748503,0.36655544397724227
2000,29377,60,103060,3098,4.46,0.6770239332458248,1.9753492388466733,0.005889961703373593,0.00869978358835207,0.011634731367595082,0.37300893201707896
2000,29377,61,103061,3073,4.99,0.6746490438065156,1.9482541127577462,0.005865871239497989,0.00869470029395058,0.011428207767259335,0.36295472439855614
2000,29377,62,103062,3230,5.9,0.6741158963975379,1.9303437273352133,0.005874381117839823,0.008714200553988416,0.01133957474279852,0.3567403539055518
2000,29377,63,103063,3191,5.25,0.6717104294605946,2.0026116291844756,0.0057622191106181985,0.0085784273369783,0.01153948700083303,0.3786272107866989
2000,29377,64,103064,3114,5.26,0.6724213325193968,1.9965376955828598,0.0057668625082971095,0.008576263466672151,0.011513758383058702,0.377131015877766
2000,29377,65,103065,3178,4.85,0.6594699995148986,1.9973874678316779,0.005908735710741851,0.00895982488223615,0.011802034659365275,0.3700848615463376
2000,29377,66,103066,3172,5.09,0.6766965481476196,1.9517246401670885,0.005693545438990047,0.008413735011025969,0.011112232923187818,0.36523646743498084
2000,29377,67,103067,3102,4.6,0.6909458283861377,1.8973806348217872,0.005671518384700827,0.008208340150121403,0.010761029153167092,0.3550868445172257
2000,29377,68,103068,3109,4.93,0.6564961593315362,2.0766462726561383,0.005739104860141466,0.008742023511584885,0.011918090716195503,0.3924728080795721
2000,29377,69,103069,3076,4.77,0.654879055141664,2.0295304165701156,0.00583285164933844,0.00890676164330324,0.01183794983767353,0.3774423149803444
2000,29377,70,103070,3212,4.54,0.6459947822781389,2.0232898981286542,0.005734074146888152,0.008876347463158449,0.011601694296519478,0.3703324171181728
2000,29377,71,103071,3165,5.42,0.7124073483225841,1.8843364537867158,0.006139186517072593,0.008617522729836746,0.011568292950715788,0.3621915822076296
2000,29377,72,103072,3177,4.35,0.66993777301715,1.9483479911925,0.005749130061762282,0.008581588161345707,0.011201306006938954,0.36031038638572876
2000,29377,73,103073,3153,4.39,0.6701086986400773,1.9832499447985263,0.005813458982059998,0.008675396982396838,0.011529542205258989,0.3716638654634522
2000,29377,74,103074,3251,4.69,0.6617446193093913,1.9790154015105481,0.005781727663146478,0.008737098110718896,0.01144212809270647,0.3655539574355895
2000,29377,75,103075,3096,4.78,0.6897493858410791,1.9025946636378808,0.005782277382595856,0.008383156986134836,0.011001330091800888,0.35619446691777934
2000,29377,76,103076,3148,4.49,0.6925523759724549,1.9717317806194936,0.005836092977673831,0.008426933731155016,0.011507209998729746,0.38025695583884755
2000,29377,77,103077,3243,5.3,0.6563911686426008,2.015014151600384,0.005696281577623911,0.00867818131892857,0.011478087990412741,0.37383025341158815
2000,29377,78,103078,3223,4.9,0.6690267073036092,1.9373844669014457,0.0057425763576463475,0.008583478499372259,0.011125578235299515,0.3561658300345891
2000,29377,79,103079,3084,4.86,0.7051926782540789,1.8933011581347814,0.006164213450336846,0.008741176192580798,0.011670712464512747,0.36141903554557564
2000,29377,80,103080,3105,4.75,0.6545344239878955,2.030731540173038,0.005724757710608698,0.008746305008267324,0.011625446042781878,0.3776125808152988
2000,29377,81,103081,3090,4.89,0.6550145186576837,1.9847011196003674,0.005730651050784813,0.008748891646750965,0.01137362955653164,0.36345989529699096
2000,29377,82,103082,3073,4.94,0.6618109784374674,2.015809797838972,0.005630192521809382,0.008507251625082195,0.011349397249183064,0.37717202788415927
2000,29377,83,103083,3062,5.22,0.672157577863776,1.964408454608944,0.005808060205711237,0.008640920517730648,0.011409402572976917,0.36679503457682405
2000,29377,84,103084,3181,4.89,0.6683536870713207,1.9592467073557531,0.005571368164815952,0.008335957850744116,0.010915684732382318,0.3629659358746965
2000,29377,85,103085,3210,5.65,0.6907323308611171,1.9266446420954704,0.0059666626702002635,0.008638169090422898,0.01149563866473239,0.36476640460918874
2000,29377,86,103086,3193,4.94,0.6762346702905093,1.9700464044554402,0.005795100695733671,0.008569659247497774,0.01141661728908734,0.37088370488857014
2000,29377,87,103087,3140,4.96,0.6440749562935186,2.0928409572654654,0.005480008960473036,0.008508340383251416,0.011468787198659717,0.3901556851033394
2000,29377,88,103088,3136,5.56,0.6772571993373468,1.9700748836160793,0.005669912162884493,0.008371874331394545,0.01117015154440806,0.37145944535960385
2000,29377,89,103089,3214,5.52,0.6744715921988476,1.945434355004374,0.005798781260573686,0.008597517416069454,0.01128114828147562,0.3619311475462653
2000,29377,90,103090,3150,4.85,0.7008667834608518,1.8808255138793843,0.006051659110242605,0.008634535482420436,0.011382114855844906,0.3548565104699575
2000,29377,91,103091,3155,4.97,0.6660751267932467,1.9676511196247124,0.005673842920624935,0.008518322772299117,0.011164143375342401,0.364386267007755
2000,29377,92,103092,3134,5.33,0.6800886318809031,1.9502595967721326,0.005859218391176219,0.008615374697517785,0.011426996896975197,0.3666492946836484
2000,29377,93,103093,3151,4.77,0.672078004901115,1.9587634411647168,0.005837507109367189,0.008685758300074231,0.011434295513367575,0.36492522025241514
2000,29377,94,103094,3124,5.67,0.6820983115702175,1.9302050706695457,0.0059921682877274755,0.008784904149569386,0.011566113613276823,0.3611911082935345
2000,29377,95,103095,3210,4.25,0.6549656803279962,2.0258523038039535,0.005760168580407834,0.008794611310814385,0.011669250788918359,0.37636185242311837
2000,29377,96,103096,3152,4.44,0.6746980192770385,1.9902754066267925,0.00591667694543784,0.008769370557479563,0.011775816613460666,0.3764318864251792
2000,29377,97,103097,3064,4.75,0.6970478812122792,1.9173200719781873,0.005942282838643468,0.008524927768676199,0.011393258159902641,0.36509774446104126
2000,29377,98,103098,3206,4.94,0.705719662111624,1.8741044494749994,0.006143629772660954,0.008705481939214006,0.011513803892870973,0.35516047302711495
2000,29377,99,103099,3306,5.0,0.6473647810198907,1.9998497104191646,0.0056283294448709175,0.00869421632113469,0.011255813010468761,0.36377115750392486
2000,29377,100,103100,3207,5.22,0.6809528524697102,1.9685989791529224,0.005823524852411593,0.008552023581795088,0.011464185079529135,0.37302353658455056
2000,29377,101,103101,3137,4.49,0.6865096052949895,1.9183159920551658,0.00587348972090266,0.008555582726885303,0.011267209260779204,0.3596873851444695
2000,29377,102,103102,3184,5.1,0.6945850203835733,1.9057737936333154,0.0059980011751980585,0.008635373639192161,0.011430833453874288,0.35991654180603583
2000,29377,103,103103,3108,4.62,0.6664488104283914,2.0167964386746715,0.00584289643823659,0.008767209644324809,0.011783932728180476,0.380083609624556
2000,29377,104,103104,3121,4.95,0.6467109622719271,2.0501805259119155,0.005606010062939041,0.008668493948586946,0.011493332659103853,0.3790093598213582
2000,29377,105,103105,3147,5.06,0.6736606179562991,1.9292683292767892,0.005763220118749011,0.008555079464542599,0.011118798049753282,0.3561219693342069
2000,29377,106,103106,3261,5.43,0.6751593630250023,1.9660186307105456,0.005872877703485369,0.008698505901143648,0.011546186980936799,0.3689958586030637
2000,29377,107,103107,3185,5.26,0.637917203180675,2.0597330008503194,0.005756704523128341,0.009024218965134084,0.011857274282431744,0.3767149542048426
2000,29377,108,103108,3144,4.89,0.677208005952157,1.941251321849667,0.00571789246141806,0.008443332641023168,0.011099866298922054,0.36209929376282335
2000,29377,109,103109,3181,5.09,0.6745016465907309,1.9684139625038652,0.005744678369077231,0.00851692267633995,0.011307905111785555,0.36939685536655387
2000,29377,110,103110,3218,5.29,0.6829254690774199,1.956735333889136,0.005889121845223929,0.008623374162893181,0.011523452800128049,0.3703060940226246
2000,29377,111,103111,3167,5.23,0.6474386829814188,2.0022133416113714,0.005733393843599886,0.008855500905812315,0.011479477646368193,0.36456626342977616
2000,29377,112,103112,3179,5.43,0.6952352965350828,1.9108182919488048,0.005755925855795447,0.008279104764217036,0.010998528412355019,0.36195870511883854
2000,29377,113,103113,3116,5.18,0.6640495129075547,1.9858633194117283,0.00544964540175336,0.008206685338706107,0.01082225090714279,0.36906236707900775
2000,29377,114,103114,3133,5.12,0.7148634517420955,1.9102461196785419,0.0059395033019471076,0.008308584370165743,0.011345913135362349,0.3721048494675516
2000,29377,115,103115,3161,4.13,0.6379772867801411,2.051770502120856,0.0054494044191578635,0.008541690326721349,0.011180927241355141,0.374332090538518
2000,29377,116,103116,3230,5.55,0.7112506333852983,1.9110708694928928,0.006008521617268486,0.00844782603379919,0.011482710631480127,0.37051676581332416
2000,29377,117,103117,3185,4.36,0.6670664486409796,1.9618374501429645,0.005814355462357761,0.008716306260348423,0.011406820294496767,0.36307133155606397
2000,29377,118,103118,3183,5.56,0.6891798116970991,1.9040511007845669,0.005745985288004121,0.008337425430171385,0.010940649612716173,0.3563722805907913
2000,29377,119,103119,3208,4.31,0.6634480126641018,1.9658800456242034,0.005692096789909861,0.008579567172193374,0.01118997949704538,0.3623016035967024
5000,73442,0,104000,7890,20.91,0.677966518587181,1.9829319222687491,0.005757180356690688,0.008491835804352277,0.01141609671154055,0.37592434081963355
5000,73442,1,104001,8040,20.95,0.691367019501152,1.9100596549697535,0.0058786049398481055,0.008502871519803976,0.011228486123109761,0.3595986002933631
5000,73442,2,104002,7972,16.94,0.6774452210043199,1.954644619991041,0.005827452862140691,0.008602101958150105,0.011390599385234694,0.36660247927798195
5000,73442,3,104003,7974,17.83,0.6843464121799705,1.9581706427661985,0.005786700121941952,0.00845580545020839,0.01133134629727831,0.37154398080785567
5000,73442,4,104004,7859,18.35,0.6645120440832976,1.9805903621779877,0.005655768073283791,0.008511159615001398,0.011201759736659843,0.36764722591213583
5000,73442,5,104005,7789,17.62,0.6737312363092157,1.9457697037358943,0.005819181221679625,0.008637244212629697,0.011322786521693043,0.3616224501533867
5000,73442,6,104006,7858,16.91,0.6740240347934555,1.9430288439397632,0.005773165893587388,0.008565222596782454,0.011217427852089573,0.3608878666556835
5000,73442,7,104007,7862,19.37,0.6776505214198277,1.9627322741391786,0.005635910196210359,0.008316838869100078,0.011061782836252141,0.3693263883474597
5000,73442,8,104008,7912,19.07,0.6830820029113263,1.9301944186814168,0.005809047896068479,0.008504173541844252,0.011212591826844406,0.3617344830280447
5000,73442,9,104009,7778,17.89,0.6766449985370768,1.9688728098469535,0.005797285393906204,0.008567691191747634,0.01141411758298481,0.3707364375206754
5000,73442,10,104010,7917,21.46,0.670773042656582,1.9902124640172054,0.005802713539266439,0.008650785243671867,0.011548632810969458,0.3742333391529401
5000,73442,11,104011,7851,18.35,0.6817418725175013,1.9283920951616291,0.00583515843734459,0.008559190321986264,0.011252473404590992,0.3603917893528199
5000,73442,12,104012,7749,15.53,0.6716980696640529,1.9765802621666864,0.005706647166427046,0.008495851669309103,0.011279646152309149,0.3704368628253183
5000,73442,13,104013,7922,19.41,0.662978905297418,1.9729979815877805,0.005816596887422637,0.008773426787709426,0.01147613391859463,0.3643319353614357
5000,73442,14,104014,7922,18.57,0.6637615335219631,1.9681122887671059,0.005774682719496225,0.00869993578696158,0.011365224023971571,0.36320575485675044
5000,73442,15,104015,7916,17.15,0.6884666344042888,1.9518783476809087,0.00591489363647094,0.00859140202428101,0.011545152817863221,0.3717581789689651
5000,73442,16,104016,7844,16.5,0.6693689278865541,1.956195538570126,0.005693898986314428,0.008506368833540239,0.011138379794097247,0.3625523602912132
5000,73442,17,104017,7945,19.41,0.6732697332049362,1.9364287159505869,0.005778023170796142,0.008582033152286934,0.011188729989357512,0.3582803259734544
5000,73442,18,104018,7871,19.03,0.6679717689162774,1.9908629867974517,0.005665856869049419,0.00848218013501042,0.011279944729082584,0.3728676272862146
5000,73442,19,104019,7653,17.87,0.6816348008291215,1.9689954216019643,0.005742808438170653,0.008425051700977211,0.011307563521895143,0.3735228587611181
5000,73442,20,104020,7983,20.59,0.6784251935673874,1.9512936246390655,0.005827483644532042,0.008589721755303892,0.0113711316832638,0.36606110097839284
5000,73442,21,104021,7887,20.65,0.6713030644945788,1.9673944799253322,0.005721398005700182,0.008522824203115769,0.011256246853870342,0.36727479444366373
5000,73442,22,104022,7835,17.32,0.6816730646462091,1.963534519880792,0.005972525577087212,0.008761568979092601,0.011727260141481689,0.37180149589833245
5000,73442,23,104023,8046,20.22,0.6620779839293446,1.9907451743495113,0.005672378960404314,0.008567539018197677,0.011292261042506585,0.36948331583020577
5000,73442,24,104024,7791,17.31,0.6670761502671702,1.9848509374002459,0.005682615703757656,0.008518691159145348,0.01127914510648874,0.37046173584852715
5000,73442,25,104025,7765,15.74,0.6728455391503824,1.9564130000857265,0.005777363189972474,0.008586462796896423,0.011302908451078892,0.3645960219425721
5000,73442,26,104026,7777,15.35,0.6864204463184657,1.935935804030193,0.005895518408835334,0.00858878613021399,0.011413345170983438,0.36546628871466635
5000,73442,27,104027,7828,16.44,0.6709305656595905,1.9718248072816287,0.005827466760708523,0.008685648052089491,0.01149074352237418,0.3684866960724157
5000,73442,28,104028,7894,20.74,0.6643841389457773,1.9998895987303893,0.005853785074417819,0.008810844105499585,0.011706923883531395,0.37367709375189784
5000,73442,29,104029,7927,19.73,0.6770787828719146,1.9786456994074175,0.005746686877405028,0.00848747150668307,0.0113706572758185,0.3740837473679166
5000,73442,30,104030,7866,16.25,0.6742147135743345,1.9626301441462144,0.0058290658407979005,0.008645711408306764,0.011440300331362958,0.36737774228606335
5000,73442,31,104031,7891,18.54,0.670713250574344,2.003112832426092,0.005731562043556331,0.008545473104412787,0.011480965479294003,0.378230203125432
5000,73442,32,104032,8054,20.64,0.6925277204962654,1.9286393391673002,0.005874296292186069,0.008482398781057526,0.011329398919034662,0.36639643568721303
5000,73442,33,104033,8102,19.82,0.6659915999926628,1.9957858936859734,0.005734205817487515,0.008610027239909165,0.011444247082033628,0.373299398615932
5000,73442,34,104034,7709,17.7,0.672779486178663,1.9580109822130531,0.005759798643391675,0.008561198374384004,0.011277748999096745,0.36507732975247664
5000,73442,35,104035,7886,18.35,0.6751314242832632,1.9788688035402893,0.005845019117181646,0.008657601923043158,0.011566525987087363,0.37307792087203884
5000,73442,36,104036,8038,18.7,0.6680821268520213,1.981476281677833,0.005789632415807231,0.008666048952825259,0.011472019311555162,0.36995915993307116
5000,73442,37,104037,7923,18.17,0.6670282358192825,1.9609160313789735,0.00581772878836307,0.008721862847705989,0.011408077647316115,0.3627501457491539
5000,73442,38,104038,8002,20.35,0.6837386763924114,1.9594977177915902,0.005825097297672901,0.008519479003890312,0.011414264860704008,0.3716381879770718
5000,73442,39,104039,7927,19.07,0.6592696406834918,1.9851462075627138,0.005714415127982978,0.008667796566604538,0.011343949519754409,0.3660844633722029
5000,73442,40,104040,7904,17.95,0.6879205380554347,1.9240163231148626,0.00583998126784046,0.008489325357763713,0.011236219286010075,0.36236085017292163
5000,73442,41,104041,7841,18.5,0.6630613899049909,1.9859266796947286,0.0056010943806797065,0.008447323982297144,0.011123362766080051,0.36851747720497985
5000,73442,42,104042,7940,20.43,0.6650352859291236,2.002311367617144,0.005722924007498265,0.008605444144971561,0.011459075796222837,0.37480262774800865
5000,73442,43,104043,7930,19.02,0.6671456096784059,1.9572822221826478,0.005753247732562782,0.008623676224649227,0.011260729506757761,0.36163443280543406
5000,73442,44,104044,7887,17.51,0.6674449596071234,1.977211521787402,0.005825658533389537,0.008728298040963079,0.01151855917421689,0.3682388415848854
5000,73442,45,104045,7996,20.3,0.6714987571805386,1.951442146943233,0.0058423249101687775,0.008700425499965615,0.01140095906583969,0.36221372578609
5000,73442,46,104046,7860,20.68,0.661237765124342,1.9958305573081545,0.0056376911034057235,0.008525966604986012,0.01125187617684147,0.37060906617763556
5000,73442,47,104047,7815,20.8,0.6528004772247352,2.014035427013455,0.005707495199824752,0.008743092872862394,0.01149509753195629,0.3714456083337
5000,73442,48,104048,7896,16.18,0.6844781601437635,1.9638206320914626,0.005845777191527083,0.008540487530382668,0.011480057859330572,0.37342368400098613
5000,73442,49,104049,7929,17.67,0.6804537198908467,1.9347035702335418,0.0058317994867251016,0.008570457205613623,0.01128280328785319,0.361760711194714
5000,73442,50,104050,7907,16.74,0.6692296340989285,1.9807803984035104,0.005773826761219889,0.008627571863272235,0.011436682872401982,0.37038567978288794
5000,73442,51,104051,7931,16.42,0.6870838633521957,1.9478727471822836,0.005852853083782641,0.008518396946811278,0.011400613015161994,0.36971590863222914
5000,73442,52,104052,7740,15.87,0.6749520862792492,1.9590667779875899,0.005754858878203719,0.008526322082991162,0.011274152840295835,0.3666406175481589
5000,73442,53,104053,7732,17.83,0.6845486037511548,1.9269178302602303,0.005832732449079559,0.008520552692851388,0.011239196155268824,0.3614630021737689
5000,73442,54,104054,7932,18.75,0.6759416250984797,1.9634360065301406,0.0057971575529944495,0.008576417456388851,0.011382347875077465,0.36860236714187233
5000,73442,55,104055,7855,17.86,0.6825295870579602,1.9431399760505446,0.005730526267122376,0.008396011507462667,0.01113521467345319,0.3656818396028192
5000,73442,56,104056,8076,19.77,0.6691456336183798,1.9827015201844287,0.005725737904255059,0.008556788861183098,0.01135242924694411,0.37094843514295484
5000,73442,57,104057,7712,17.26,0.6625511400347344,2.0036702812141955,0.005863683655640592,0.008850160087767999,0.011748888679248467,0.3738197652090708
5000,73442,58,104058,7922,19.95,0.673743762046771,1.960960065967344,0.005835532189874194,0.008661352458605907,0.011443245588010258,0.36657460783375495
5000,73442,59,104059,8132,18.56,0.6717612061713997,1.9698140968336795,0.005804304276213396,0.008640427912314468,0.011433400385597153,0.3683098771418809
5000,73442,60,104060,8025,19.81,0.6850279711214967,1.9306402858244105,0.005840656427071483,0.008526157577929884,0.011276206593763468,0.362958904417944
5000,73442,61,104061,7814,19.8,0.6745948323132245,1.9727369093886598,0.0057744189684199145,0.008559832794181212,0.011391409429275955,0.3708306311174252
5000,73442,62,104062,7866,18.32,0.6720742650889407,1.9776952590510417,0.005766273108856573,0.008579815369203993,0.011403930989779156,0.3710024862953688
5000,73442,63,104063,7866,18.88,0.6771437787230815,1.9652424789522587,0.005779054946861533,0.008534457715552434,0.011357244269771473,0.36985098134628835
5000,73442,64,104064,7730,19.12,0.6681470604141323,1.9975997274327524,0.00560402511168734,0.008387412657647317,0.01119459903563293,0.3750808883462794
5000,73442,65,104065,7920,17.73,0.6592813707981039,1.9944331724787194,0.005752752017323412,0.008725791857821378,0.011473479456393685,0.36904302089997165
5000,73442,66,104066,7857,19.51,0.6725725979514998,1.967449719041094,0.005787114543903846,0.008604445916366582,0.011385856883462251,0.36800714221281383
5000,73442,67,104067,8045,19.98,0.6789957870674697,1.9388728939897457,0.005705123792461243,0.008402296304519401,0.011061509878059083,0.36231941875479234
5000,73442,68,104068,7771,19.92,0.6788620538615208,1.9634879793004352,0.0058480273590449236,0.008614456097199751,0.011482531422104777,0.3702397613995092
5000,73442,69,104069,7858,17.61,0.6782139369083299,1.9551301834485169,0.005799043492245583,0.008550463469802457,0.011337884966820035,0.36718766312934814
5000,73442,70,104070,7890,20.39,0.682038344740749,1.9384826986469708,0.005990342877609389,0.00878300014039004,0.011612176027208909,0.3638856755450711
5000,73442,71,104071,7875,22.91,0.6738052644802913,1.9736366059172732,0.005707410441298467,0.008470415329421053,0.011264354171941113,0.370677379532521
5000,73442,72,104072,7836,17.33,0.6746272804534688,1.9599960748873253,0.0057712753309421445,0.008554761270642402,0.011311676995740653,0.3667589426846729
5000,73442,73,104073,7916,17.03,0.6799430217111585,1.9362063231915896,0.005797855280611545,0.008526972254264105,0.01122584405526982,0.3619710257710621
5000,73442,74,104074,8204,17.45,0.6711235955434162,1.9735629349596069,0.0057265014969169175,0.008532707738103152,0.011301611101305934,0.36915148171341794
5000,73442,75,104075,7851,18.63,0.6764865715075492,1.9875144288112903,0.005796966380584429,0.008569226093676774,0.011521554324745515,0.3765514587122115
5000,73442,76,104076,7895,16.28,0.6798270802650564,1.9535140035829954,0.005923938947130907,0.008713890810029564,0.011572497689590932,0.3675596163511572
5000,73442,77,104077,7955,18.71,0.6716465767278482,1.9736352138935205,0.005662780799902314,0.008431191337995723,0.011176263595247324,0.369468516119669
5000,73442,78,104078,7919,18.08,0.6748163953930161,1.9484588541026668,0.005757881998407183,0.008532516455907635,0.011218996160674833,0.36311599319349275
5000,73442,79,104079,7965,16.35,0.658970137004732,2.030876696790124,0.00562750379402839,0.008539846463464215,0.011428766316390266,0.38018899567598685
5000,73442,80,104080,7928,19.17,0.6630201830357211,1.9908223585637004,0.005721948426466098,0.00863012706531412,0.011391382861957091,0.3700468298844243
5000,73442,81,104081,7870,17.45,0.666165808321564,2.002543889719073,0.005858735237254686,0.008794710211885602,0.011732374450846194,0.37551236919124187
5000,73442,82,104082,7864,17.98,0.6679036284049898,1.9720472919970975,0.005772230434006741,0.00864231034017784,0.011383111396166224,0.36684530825907025
5000,73442,83,104083,7729,20.07,0.6745683089776751,1.9714725366087975,0.00577809662310796,0.008565621222059495,0.011391358806329377,0.37041234109851495
5000,73442,84,104084,8060,17.74,0.6779120838259225,1.943813578989401,0.005867526241814044,0.008655290828715682,0.011405377183914787,0.36333464310976393
5000,73442,85,104085,7938,19.56,0.6753337827302273,1.9720716970942163,0.005846512676620619,0.00865721932787731,0.011529742176266072,0.37102964737781374
5000,73442,86,104086,8081,19.67,0.6635722267333919,1.9871653766417876,0.005745221307361169,0.008658019543167932,0.01141670486313278,0.3692032410752535
5000,73442,87,104087,7646,17.85,0.6758066921738924,1.9875767860313946,0.005787735450783596,0.008564187833307736,0.011503568625668424,0.3761969111016885
5000,73442,88,104088,7886,20.59,0.6695386760033711,1.982499705671647,0.005858662692666902,0.008750297634243617,0.011614797063841591,0.37110565743803847
5000,73442,89,104089,7826,19.16,0.6634028852530125,1.9840604901459344,0.005685957999038258,0.008570897301523965,0.011281284614521042,0.368119155410232
5000,73442,90,104090,7938,20.2,0.686372635735787,1.9434628324800014,0.005809689357283016,0.008464337088635632,0.01129091533413417,0.3678977291253759
5000,73442,91,104091,7887,18.2,0.6820585877980105,1.9590925929858982,0.005831265011847496,0.008549507500042512,0.011423988092448255,0.3705887823274119
5000,73442,92,104092,8081,20.68,0.6952607834205558,1.8968573106813367,0.005956827325102739,0.008567759705640578,0.011299251460087482,0.357276582344913
5000,73442,93,104093,7914,19.92,0.6581209733533927,1.9980707829142252,0.005678711984910151,0.008628674992645828,0.01134646850163382,0.36952246527208854
5000,73442,94,104094,7833,19.44,0.6706051258494953,1.982037071613645,0.005750747043241413,0.008575459419515472,0.011398193829177037,0.3715580434294451
5000,73442,95,104095,7860,19.06,0.6752157378773314,1.9576882668735853,0.005824096481587366,0.00862553426242184,0.011401765347143317,0.3663423906706901
5000,73442,96,104096,7919,16.51,0.6709753985676051,1.9822596471073641,0.005724450955947216,0.008531536280119576,0.011347348131819342,0.3718361739474938
5000,73442,97,104097,7920,21.02,0.6643185943198218,1.988388901043235,0.005731313089563304,0.008627356118838497,0.011396079335691485,0.3700171442545265
5000,73442,98,104098,7754,15.33,0.6733883792345264,1.982769749245086,0.0057580212192463835,0.008550817621462087,0.011416830289033036,0.37334450637960837
5000,73442,99,104099,7928,19.95,0.67478288921277,1.9545990289188695,0.005834983035572133,0.00864720064609147,0.011405052175087369,0.36509787682963135
5000,73442,100,104100,7816,17.95,0.6851389205782363,1.9436349005290194,0.005786823792543834,0.008446205023150534,0.011247472686399898,0.367278800645388
5000,73442,101,104101,7769,15.02,0.6636821769395228,1.9971394829116385,0.005582323020293636,0.008411138967202246,0.011148677710194968,0.3724160680194618
5000,73442,102,104102,7852,17.32,0.6828547971492873,1.9446200151802906,0.005789627912446621,0.008478563724845414,0.011258626318990182,0.36634402665867194
5000,73442,103,104103,7843,17.62,0.6788418286730682,1.964822653748666,0.005843903232331083,0.008608637513917135,0.011482233457199165,0.3706563796964639
5000,73442,104,104104,7947,16.98,0.6866986333740545,1.9436420261524943,0.005692698650931992,0.008289951915240085,0.011064568340173027,0.36813393273535433
5000,73442,105,104105,8120,18.64,0.6831294265382829,1.9556342853998108,0.005880707073378035,0.008608481562825017,0.011500512375091266,0.37006334310874267
