chrom	win	n_sites	fst
1	33200000	6368	0.014244744841081151
1	33300000	7344	0.00651526107675797
1	33400000	9433	0.012834224836638538
1	33500000	10249	0.01814096803351528
1	33600000	9137	0.008245637990666806
1	33700000	8826	0.0055903555195800205
1	33800000	9371	0.007140066948690651
1	33900000	10981	0.012411481529103565
1	34000000	11508	0.007927149634184396
1	34100000	11679	0.0069666146242528156
1	34200000	12630	0.0085662200650387
1	34300000	11403	0.006248983977685511
1	34400000	11318	0.011811874882263405
1	34500000	9091	0.007867696500246981
1	34600000	9590	0.009028868217512757
1	34700000	8384	0.011397460824733252
1	34800000	9722	0.02039352155962766
1	34900000	11560	0.011508225900022533
1	35000000	10995	0.01021463876692749
1	35100000	11171	0.02048750967230856
1	35200000	11765	0.014892302863901027
1	35300000	10859	0.009923193021652295
1	35400000	12030	0.007151178632331739
1	35500000	10240	0.03681690603428511
1	35600000	6548	0.011868364589511095
1	35700000	1264	0.0662201873240698
1	35800000	2300	0.027693916705962853
1	35900000	1620	0.08848172723959297
1	36000000	2586	0.0168612730363803
1	36100000	9238	0.006874473986757559
1	36200000	10427	0.014969435089843388
1	36300000	11861	0.023794812028536425
1	36400000	12552	0.012629775540390633
1	36500000	12697	0.015839264833830573
1	36600000	13220	0.017830031720762054
1	36700000	12570	0.02634561802156555
1	36800000	11891	0.020301559377050908
1	36900000	14058	0.015538647051551223
1	37000000	13338	0.015422306459318878
1	37100000	12345	0.025911348639596078
1	37200000	12200	0.01806804805029153
1	37300000	12962	0.012211172627627885
1	37400000	11224	0.017285164663432214
1	37500000	11759	0.01635930271981517
1	37600000	12298	0.009710068901736422
1	37700000	13040	0.018196959734021616
1	37800000	11632	0.01810748947615283
1	37900000	10878	0.00523855818270137
1	38000000	11348	0.011818880704936719
1	38100000	11633	0.017026899292255992
1	38200000	11582	0.02404023146841903
1	38300000	12740	0.021671757353376
1	38400000	12263	0.01242937340678464
1	38500000	11545	0.02785779852523546
1	38600000	10934	0.009119450989564041
1	38700000	11249	0.008175942461211056
1	38800000	9658	0.012430355551007405
1	38900000	10033	0.018655227805855087
1	39000000	11152	0.01721098116405504
1	39100000	10185	0.02192214908123246
1	39200000	11589	0.007421641917159295
1	39300000	12141	0.017218672696402364
1	39400000	11551	0.02091519426719281
1	39500000	12491	0.028414451596930845
1	39600000	12049	0.018893564642216976
1	39700000	12673	0.01262077203374168
1	39800000	12009	0.018847071749781827
1	39900000	12248	0.016623479106204257
1	40000000	12938	0.011610544710396048
1	40100000	11836	0.0201007614742678
1	40200000	11735	0.010350934743718995
1	40300000	11665	0.018277439110261626
1	40400000	9308	0.013746513927046792
